,descricao_objeto,modalidade licitatoria,processo,objeto,valor_estimado,tipo,texto
111,,,00080-00209793/2019-51,, 20.371.750,,"('\nCHAMADA PUBLICA DE COMPRAS No 01/2020 - AGRICULTURA FAMILIAR\nO Presidente da Comissao de Chamada Publica para aquisicao de generos alimenticios \ndiretamente da Agricultura Familiar da Secretaria de Estado de Educacao do Distrito \nFederal comunica aos interessados o AVISO DE REABERTURA do Edital da Chamada \nPublica de Compras no 01/2020, que trata da aquisicao diretamente da Agricultura \nFamiliar de generos alimenticios pereciveis - frutas e hortalicas - para o Programa de \nAlimentacao Escolar do Distrito Federal - PAE-DF, para atender as necessidades da \nSecretaria de Estado de Educacao do Distrito Federal conforme especificacoes e \nquantitativos constantes no Edital e no Processo SEI-GDF no 00080-00209793/2019-51. O \nEdital republicado atende as normas sanitarias atualmente vigentes visando combate a \npandemia de COVID-19, aos Decretos Distritais que estabelecem o regime de teletrabalho \nda Administracao direta distrital, bem como encontra embasamento no recomendado pelas \nareas juridicas desta Secretaria de Estado de Educacao do Distrito Federal e pelas \nnormativas do Fundo Nacional de Desenvolvimento da Educacao - FNDE para aquisicao \nde alimentos. O valor total do procedimento e de R$ 20.371.750,63 (vinte milhoes, \ntrezentos e setenta e um mil, setecentos e cinquenta reais e sessenta e tres centavos). O \nEdital  podera  ser  acessado  na  integra  por  meio  do  endereco \nhttp://www.se.df.gov.br/chamadas-publicas/. Os projetos de vendas e documentacoes de \nhabilitacao dos grupos formais interessados deverao ser enviados para o e-mail \nccp.seedf@gmail.com, com copia para diae.siae@se.df.gov.br, com prazo final de \nrecebimento ao fim do vigesimo dia corrido apos a data desta publicacao. Demais \ninformacoes e duvidas a respeito do procedimento podem ser passadas e sanadas por meio \ndos enderecos acima descritos', '')"
112,,nPREGAO,00060-00450717/2018-12," Aquisicao de material de consumo (EQUIPOS PARA BOMBA DE \nINFUSAO),com o fornecimento de bombas de infusao, em regime de COMODATO, para \natender as necessidades da Secretaria de Saude  DF, conforme especificacoes e \nquantitativos constantes neste Edital", 8.048.454,,"('\nPREGAO ELETRONICO POR SRP No 161/2019 - UASG 926119\nObjeto: Aquisicao de material de consumo (EQUIPOS PARA BOMBA DE \nINFUSAO),com o fornecimento de bombas de infusao, em regime de COMODATO, para \natender as necessidades da Secretaria de Saude  DF, conforme especificacoes e \nquantitativos constantes neste Edital. Processo: 00060-00450717/2018-12. Total de 03 \n(Tres) itens (Lote/Item). Valor Estimado: R$ 8.048.454,50. Edital e Cadastro das \nPropostas: a partir de 27/04/2020. Abertura das Propostas: 12/05/2020 as 09 horas,\nPAGINA 43\nDiario Oficial do Distrito Federal               \nNo 78, SEGUNDA-FEIRA, 27 DE ABRIL DE 2020\nDocumento assinado digitalmente, original em https://www.dodf.df.gov.br\nhorario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado \nsem onus, no site ou com onus no endereco: SAIN  Setor de Areas Isoladas Norte  \nParque Rural s/no - Asa Norte  Bloco A, 1 andar, sala 83, Central de Compras da \nSUAG/SES, CEP 70770-200, Brasilia/DF', '')"
113,,nPREGAO,00060-00464051/2019-61," Aquisicao regular do medicamento ETOSSUXIMIDA XAROPE 50MG/ML \nFRASCO 120MLe outros, em sistema de registro de precos, para atender a demanda da \nSecretaria de Saude  DF, conforme especificacoes e quantitativos constantes no Anexo I \ndo Edital", \n1.985.021,,"('\nPREGAO ELETRONICO POR SRP No 79/2020 - UASG 926119\nObjeto: Aquisicao regular do medicamento ETOSSUXIMIDA XAROPE 50MG/ML \nFRASCO 120MLe outros, em sistema de registro de precos, para atender a demanda da \nSecretaria de Saude  DF, conforme especificacoes e quantitativos constantes no Anexo I \ndo Edital. Processo SEI no 00060-00464051/2019-61. Total de 09 itens (Ampla \nconcorrencia, cotas reservadas e itens exclusivos as ME/EPPs). Valor estimado R$ \n1.985.021,5706. Cadastro das Propostas: a partir de 16/04/2020. Abertura das Propostas: \n29/04/2020 as 09 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital \nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN  Setor de \nAreas Isoladas Norte  Parque Rural s/no - Asa Norte  Bloco A, 1 andar, sala 83, \nCentral de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
114,,nPREGAO,00060.00324692/2019-83," Aquisicao regular do medicamento ANFOTERICINA B (LIPOSSOMAL) e \noutros em sistema de registro de precos, para atender as necessidades da Secretaria de \nSaude  DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital", 31.101.096,,"('\nPREGAO ELETRONICO POR SRP No 60/2020 - UASG 926119\nOBJETO: Aquisicao regular do medicamento ANFOTERICINA B (LIPOSSOMAL) e \noutros em sistema de registro de precos, para atender as necessidades da Secretaria de \nSaude  DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital. \nProcesso: 000060.00324692/2019-83. Total de 20 itens (Ampla concorrencia com cotas e \nexclusividade as ME/EPP). Valor Estimado: R$ 31.101.096,6420. Cadastro das Propostas: \na partir de 24/04/2020. Abertura das Propostas: 07/05/2020, as 09 horas, horario de \nBrasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, \nno site ou com onus no endereco: SAIN  Setor de Areas Isoladas Norte  Parque Rural \ns/no - Asa Norte  Bloco A, 1 andar, sala 83, Central de Compras da SUAG/SES, CEP \n70770-200, Brasilia/DF', '')"
115,,nPREGAO,000.929," Contratacao de fornecedor para prestacao de \nservicos tecnicos especializados para pronto atendimento a usuarios de recursos de TI da \nCamara Legislativa do Distrito Federal, contemplando: planejamento, desenvolvimento, \nimplantacao e execucao de atividades de suporte tecnico, remoto e presencial abrangendo \natividades de execucao de rotinas periodicas, orientacao e esclarecimento de duvidas, \nrecebimento, registro, analise, diagnostico e atendimento de solicitacoes utilizando as \npraticas preconizadas pela Information Technology Infraestructure Library - ITIL e \norientado por requisitos de niveis de servicos, conforme as quantidades estimadas e \ncondicoes estabelecidas no Termo de Referencia - Anexo I, do Edital", 541.560, menor preco global,"('\nPREGAO ELETRONICO No 13/2020\nProcesso: 001-000.929/2019. Objeto: Contratacao de fornecedor para prestacao de \nservicos tecnicos especializados para pronto atendimento a usuarios de recursos de TI da \nCamara Legislativa do Distrito Federal, contemplando: planejamento, desenvolvimento, \nimplantacao e execucao de atividades de suporte tecnico, remoto e presencial abrangendo \natividades de execucao de rotinas periodicas, orientacao e esclarecimento de duvidas, \nrecebimento, registro, analise, diagnostico e atendimento de solicitacoes utilizando as \npraticas preconizadas pela Information Technology Infraestructure Library - ITIL e \norientado por requisitos de niveis de servicos, conforme as quantidades estimadas e \ncondicoes estabelecidas no Termo de Referencia - Anexo I, do Edital. Valor total \nestimado: R$ 541.560,48. Data/hora da Sessao Publica: 13/05/2020, as 09:30. Local: \nInternet no endereco www.comprasnet.gov.br. Tipo: menor preco global. O edital \nencontra-se  nos  enderecos:  www.comprasnet.gov.br  (UASG  974004)  ou \nwww.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650\nNAILDE OLIVEIRA DO NASCIMENTO SILVEIRA\nPregoeira\nSECRETARIA GERAL\n \nRATIFICACAO DE INEXIGIBILIDADE DE LICITACAO\nProcesso: 00001-0000014594/2020-60; Favorecido: Associacao Brasileira de Normas \nTecnicas - ABNT33402892000106; Valor: R$ 4.718,00 (quatro mil setecentos e dezoito \nreais); Objeto: Assinatura anual do sistema digital multiusuario ABNT - Colecao de \nAcesso as Normas Tecnicas Brasileiras (NBR), Mercosul (NM) e ISO para visualizacao, \natualizacao e impressao ilimitada de normas selecionadas). Amparo Legal: art. no art. 25, \ninc. I, da Lei n 8.666/93. Autorizacao e Ratificacao da Despesa, em 27/04/2020, pelo \nSecretario Geral e Ordenador de Despesas, Marlon Carvalho Cambraia', '')"
116,,nPREGAO,00054-00018174/2020-91," Contratacao de empresa do ramo de \nengenharia/arquitetura para prestacao de Servicos Tecnicos Profissionais Especializados \nvisando a ELABORACAO DE PROJETOS E ESTUDOS TECNICOS com modelagem \nem software BIM (building information modeling), conforme especificacoes e condicoes \nestabelecidas no termo de referencia constante do Anexo I do Edital", \n1.158.555, menor preco,"(' LICITACAO\nPREGAO ELETRONICO No 20/2020\nProcesso: 00054-00018174/2020-91. Objeto: Contratacao de empresa do ramo de \nengenharia/arquitetura para prestacao de Servicos Tecnicos Profissionais Especializados \nvisando a ELABORACAO DE PROJETOS E ESTUDOS TECNICOS com modelagem \nem software BIM (building information modeling), conforme especificacoes e condicoes \nestabelecidas no termo de referencia constante do Anexo I do Edital. Valor estimado: R$ \n1.158.555,31 (um milhao, cento e cinquenta e oito mil, quinhentos e cinquenta e cinco \nreais e trinta e um centavos). Tipo: menor preco. Data limite para recebimento das \npropostas: Dia: 05/05/2020 as 14h (horario de Brasilia/DF). Recurso Orcamentario: Fonte \n100 FCDF, Funcao 28, Programa 845, Subprograma 0903, Elemento de Despesa: \n33.90.39. Copia do Edital se encontra no sitio www.comprasgovernamentais.gov.br e em \nwww.pm.df.gov.br. UASG: 926016. Informacoes: 3190-5557', '')"
117,,nPREGAO,00080-00168056/2019-91," Aquisicao regular de Aquisicao de generos alimenticios nao pereciveis - Acucar \nCristal, Amido de Milho, Arroz Parboilizado, Oleo de Soja, Sal Refinado, Farinha de \nMandioca, Leite em Po Integral e Macarrao Parafuso para o Programa de Alimentacao \nEscolar do Distrito Federal (PAE-DF), em sistema de registro de precos, para atender as \nnecessidades da Secretaria de Estado de Educacao  DF, conforme especificacoes e \nquantitativos constantes no Anexo I do Edital", 23.887.273,,"('\nPREGAO ELETRONICO SRP No 02/2020 - (UASG 450432)\nObjeto: Aquisicao regular de Aquisicao de generos alimenticios nao pereciveis - Acucar \nCristal, Amido de Milho, Arroz Parboilizado, Oleo de Soja, Sal Refinado, Farinha de \nMandioca, Leite em Po Integral e Macarrao Parafuso para o Programa de Alimentacao \nEscolar do Distrito Federal (PAE-DF), em sistema de registro de precos, para atender as \nnecessidades da Secretaria de Estado de Educacao  DF, conforme especificacoes e \nquantitativos constantes no Anexo I do Edital. Processo SEI no 00080-00168056/2019-91. \nTotal de 16 itens . Valor total estimado: R$ 23.887.273,73 (vinte e tres milhoes oitocentos \ne oitenta e sete mil, duzentos e setenta e tres reais e setenta e tres centavos). Cadastro das \nPropostas: a partir de 23/04/2020. Abertura das Propostas: 06/05/2020, as 10h, horario de \nBrasilia.  O  Edital  podera  ser  retirado  no  endereco  eletronico \nhttps://www.comprasgovernamentais.gov.br ou visualizado no site www.se.df.gov.br \n/acesso a informacao / licitacoes / pregoes sistema registro de precos', '')"
118,,nPREGAO,00060-00486001/2018-53," Aquisicao regular do item CARBONATO DE CALCIO (EQUIVALENTE A 500 OU 600 MG\nDE CALCIO) + COLECALCIFEROL 400 UI COMPRIMIDO (FRASCO OU BLISTER) e outros, em\nsistema de registro de precos, para atender as necessidades da Secretaria de Saude - DF", 11.401.748,,"('\nPREGAO ELETRONICO POR SRP No 164/2019 - UASG 926119\nObjeto: Aquisicao regular do item CARBONATO DE CALCIO (EQUIVALENTE A 500 OU 600 MG\nDE CALCIO) + COLECALCIFEROL 400 UI COMPRIMIDO (FRASCO OU BLISTER) e outros, em\nsistema de registro de precos, para atender as necessidades da Secretaria de Saude - DF. Processo SEI\nno: 00060-00486001/2018-53. Total de 19 itens (Ampla concorrencia com cotas e exclusividade as\nME/EPP). Valor Estimado: R$ 11.401.748,43. Cadastro das Propostas: a partir de 16/01/2020. Abertura\ndas Propostas: 28/01/2020, as 09 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital\nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas\nIsoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras\nda SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
119,,,00080-00049137/2019-92," e contratacao de empresa especializada para reconstrucao da\nEscola Classe 52 de Taguatinga, localizada na QNM 38, area especial 01, Setor Norte - Taguatinga/DF,\ncom area total de 4.464,82 m2", 9.357.214,,"('\nCONCORRENCIA No 01/2019\nA COMISSAO PERMANENTE DE LICITACAO, DA SUBSECRETARIA DE ADMINISTRACAO\nGERAL, DA SECRETARIA DE ESTADO DE EDUCACAO DO DISTRITO FEDERAL, comunica aos\ninteressados a reabertura da data de abertura do procedimento licitatorio em epigrafe, autorizada por forca\nda Decisao 17/2020 - TCDF, cujo objeto e contratacao de empresa especializada para reconstrucao da\nEscola Classe 52 de Taguatinga, localizada na QNM 38, area especial 01, Setor Norte - Taguatinga/DF,\ncom area total de 4.464,82 m2. Projeto com 18 salas de aula, sala de reforco, sala de artes, laboratorio de\ninformatica, laboratorio de ciencias, auditorio, biblioteca, refeitorio, cozinha, deposito de generos\nalimenticios, salas administrativas, sanitarios, parquinho, horta, quadra coberta, guarita, estacionamento,\nbicicletario, central de gas e reservatorio de agua. Preve tratamento paisagistico do terreno e calcadas do\nentorno, conforme especificacoes tecnicas, detalhes construtivos, projeto basico e executivo elaborados\npela coordenacao de obras e todos os anexos deste edital. Area da obra 4.464,82 m2, referente ao processo\nn.o 00080-00049137/2019-92. Valor estimado de R$ 9.357.214,69 (nove milhoes, trezentos e cinquenta e\nsete mil, duzentos e quatorze reais e sessenta e nove centavos), o prazo de execucao e de 360 (trezentos\ne sessenta) dias corridos. A Vigencia Contratual e de 1440 (um mil e quatrocentos e quarenta) dias\ncorridos. Os recursos financeiros correrao por conta do Programa de Trabalho 12.361.6221.3235.2724 -\nRECONSTRUCAO DE UNIDADES DE ENSINO FUNDAMENTAL-SECRETARIA DE ESTADO DE\nEDUCACAO-DISTRITO FEDERAL - OCA, natureza de despesa 4.4.90.51, fontes 100 e 103, Exercicio\n2020, natureza da despesa: 4.4.90.51. A data de abertura do procedimento fica definida para ocorrer no dia\n04 de marco de 2020 as 10h00min. Os arquivos contendo o edital, arquitetura, orcamento e topografia\npoderao ser retirados no SBN Quadra 02 bloco C, sala terreo - Recepcao, Edificio Phenicia, mediante\nentrega de 02 (dois) DVDs. O edital podera ser visualizado no sitio www.se.df.gov.br. Os autos ficam com\nvistas franqueadas aos interessados', '')"
120,,nPREGAO,00095-00002038/2019-79,,," Menor Valor\nno dia 14 de fevereiro de 2020, as 10h30, de acordo com as Leis em vigencia","(' DE LICITACAO\nPREGAO ELETRONICO No 14/2019 SRP 10/2019\nProcesso: 00095-00002038/2019-79 Modalidade: PREGAO ELETRONICO No 14/2019, SRP No\n10/2019. A Sociedade de Transportes Coletivos de Brasilia - TCB, atraves do pregoeiro, torna publico\nque fara reabertura da licitacao Pregao Eletronico no 14/2019, SRP no 10/2019, do tipo Menor Valor\nno dia 14 de fevereiro de 2020, as 10h30, de acordo com as Leis em vigencia. O Edital e seus anexos\nestarao disponiveis no endereco eletronico www.tcb.df.gov.br. As propostas serao recebidas\nexclusivamente por meio eletronico no endereco sitio www.comprasnet.gov.br. OBJETO: Aquisicao de\n30 (trinta) vans para passageiros customizadas para uso no transporte de PCD - Pessoas com\nDeficiencia - do tipo motora, onde serao transportadas em cadeiras de rodas, conforme o programa\nTCB Acessivel desta TCB - Sociedade de Transportes Coletivos de Brasilia por meio de Sistema de\nRegistro de Preco por periodo de 12 (doze) meses, conforme especificacoes e quantidades constantes\nem anexo no Termo de Referencia Anexo I, 29 de janeiro de 2020', '')"
121,,nPREGAO,00080-00176348/2019-05," Registro de Precos para aquisicao de kits de uniforme escolar aos estudantes da rede publica\nde ensino do Distrito Federal, conforme especificacoes constantes no Termo de Referencia", R$\n118.193.732,,"('\nPREGAO ELETRONICO SRP No 12/2019 - (UASG 450432)\nObjeto: Registro de Precos para aquisicao de kits de uniforme escolar aos estudantes da rede publica\nde ensino do Distrito Federal, conforme especificacoes constantes no Termo de Referencia. Processo\nSEI no 00080-00176348/2019-05. Total de 32 itens divididos em 8 lotes. Valor total estimado: R$\n118.193.732,73 (cento e dezoito milhoes, cento e noventa e tres mil, setecentos e trinta e dois reais\ne setenta e tres centavos). Cadastro das Propostas: a partir de 24/01/2020. Abertura das Propostas:\n05/02/2020, as 10h, horario de Brasilia. Cumpre destacar a reabertura do procedimento licitatorio foi\nautorizada pela Decisao no 18/2020 - TCDF. O Edital podera ser retirado exclusivamente no endereco\neletronico https://www.comprasgovernamentais.gov.br', '')"
