,treated_text
458,"Especie: Contrato no 025/2019-SES/DF. Partes: DISTRITO FEDERAL, por intermedio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a empresa SAMEH - SOLUCOES HOSPITALARES LTDA, inscrita no CNPJ no 25.031.668/0001-27. Objeto: Aquisicao de material de consumo: FITA REAGENTE PARA GLICEMIA, em sistema de registro de precos, em regime de COMODATO, com fornecimento de glicosimetro para a realizacao destes exames para atender as necessidades da Secretaria de Saude DF. DF. (Item 02). Vigencia: 12 (doze) meses, a partir da assinatura, podendo ser prorrogado conforme a Lei 8666/1993, artigo 57, inciso II, cumulada pelo e Parecer 1030/2009 de 06 de outubro de 2009 do PROCAD/PGDF, por se tratar de servico de natureza continua. Do valor: O valor total do contrato e de R$ 512.439,40 (quinhentos e doze mil, quatrocentos e trinta e nove reais e quarenta centavos), procedente do Orcamento do Distrito Federal para o corrente exercicio, nos termos da correspondente Lei Orcamentaria Anual. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Programa de Trabalho: 10302620242050002. Natureza da Despesa: 339030. Fonte de Recursos: 138003467. Nota de Empenho: 2019NE03633. Emitida em 30/04/2019. Sob o evento: 400091. Na modalidade: Ordinario. Valor inicial: 512.439,40 (quinhentos e doze mil, quatrocentos e trinta e nove reais e quarenta centavos). Despesa de Publicacao: SES. Processo no: 00060-00144591/2019-21. Data de Assinatura: 25/06/2019. Pela SES/DF: OSNEI OKUMOTO. Pela contratada: LUCELIA FERREIRA GOMES. Testemunhas: ALDA SOUZA RODRIGUES e JO S E FA NOBREGA DANTAS."
459,"Especie: Contrato no 033/2019-SES/DF. Partes: DISTRITO FEDERAL, por intermedio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a empresa HAIAEL COMERCIAL EIRELLE EPP, EPP, inscrita no CNPJ no 05.696.494/0001-04. Objeto: aquisicao de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (OPME) -CADEIRAS CADEIRAS DE RODAS DIVERSAS contempladas na tabela SUS do Ministerio da Saude para atender a demanda dos pacientes cadastrados no Nucleo de Producao de Orteses e Proteses/GESF da Rede SES/DF (Itens 01 e 02). Vigencia: 12 (doze) meses, contados a partir da assinatura, persistindo as obrigacoes decorrentes da garantia. Do valor: O valor total do contrato e de R$ 99.900,00 (noventa e nove mil e novecentos reais), procedente do Orcamento do Distrito Federal para o corrente exercicio, nos termos da correspondente Lei Orcamentaria Anual. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Programa de Trabalho: 10302620260164217. Natureza da Despesa: 339030. Fonte de Recursos: 138003467. Nota de Empenho: 2019NE04474. Emitida em 30/05/2019. Sob o evento: 400091. Na modalidade: Ordinario. Valor inicial: 99.900,00 (noventa e nove mil e novecentos reais). Despesa de Publicacao: SES. Processo no: 00060-00098863/2019-11. Data de Assinatura: 01/07/2019. Pela SES/DF: OSNEI OKUMOTO. Pela contratada: SARAH CRISTINA BORGES CARRIJO. Testemunhas: JOSEFA NOBREGA DANTAS e HELBERTH GONCALVES MACAU."
468,"Especie: Contrato no 708/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas Fios & Cabos Ltda. Processo no 0310-001290/2018, regido pela Lei 13.303/2016. Data de Assinatura: 10/05/2019. Objeto: Aquisicao de Cabos de Aluminio. Vigencia: 8 meses. Valor: R$ 83.040,00. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO."
469,"Especie: Contrato no 702/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Industria Eletromecanica Balestro Ltda. Processo no 310.000183/2018, regido pela Lei 13.303/2016. Data de Assinatura: 07/05/2019. Objeto: aquisicao de para-raios. Vigencia: 8 meses. Valor: R$ 199.050,00. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: MARCOS ALEX MORIGINO."
470,"Especie: Contrato no 704/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a KRJ Industria e Comercio Ltda. Processo no 0310-000298/2018, regido pela Lei 13.303/20163. Data de Assinatura: 13/05/2019. Objeto: Aquisicao de Conector Terminal Compressao. Vigencia: 8 meses. Valor: R$ 34.494,25. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: ROBERTO KARAM JR."
471,"Especie: Contrato no 709/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas Fios & Cabos Ltda. Processo no 310.002335/2018, regido pela Lei 13.303/20163. Data de Assinatura: 10/05/2019. Objeto: Aquisicao de Emendas Polimericas. Vigencia: 8 meses. Valor: R$ 87.154,00. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO."
472,"Especie: Contrato no 712/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas Fios & Cabos Ltda. Processo no 0310-000642/2018, regido pela Lei 13.303/20163. Data de Assinatura: 10/05/2019. Objeto: Aquisicao de Elos Fusiveis. Vigencia: 8 meses. Valor: R$ 23.833,75. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO."
473,"Especie: Contrato no 716/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Fenix Acessorios Polimericos Eireli EPP. EPP. Processo no 0310-002314/2018, regido pela Lei 13.303/2016. Data de Assinatura: 08/05/2019. Objeto: aquisicao de grampos de ancoragem. Vigencia: 8 meses. Valor: R$ 72.240,00. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: PATRICIA CASARIN DE LIMA."
474,"Especie: Contrato no 715/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Maurizio & Cia Ltda. Processo no 310002314/2018, regido pela Lei 13.303/2016. Data de Assinatura: 08/05/2019. Objeto: aquisicao de isolador de ancoragem. Vigencia: 8 meses. Valor: R$ 75.950,00. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: BELCHIOR RODRIGUES DA SILVA."
475,"Especie: Contrato no 710/2019 CEB CEB DISTRIBUICAO S.A. Partes: CEB Distribuicao S.A. e a Sulminas Fios & Cabos Ltda. Processo no 0310-000168/2018, regido pela Lei 13.303/20163. Data de Assinatura: 10/05/2019. Objeto: Aquisicao de Conectores Tipo Parafuso. Vigencia: 8 meses. Valor: R$ 21.666,40. Assinaturas: pela CEB Distribuicao: ARMANDO CASADO DE ARAUJO E GRAZIELA MARIA FERNANDES DAS NEVES; e pela Contratada: ADEMIR MACHADO."
489,"Processo: 070-000.780/2011 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000043/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e EICHI HAYAKAWA, produtor rural, CPF 003.099.901-49, como concessionario. OBJETO: Lote no 03, Colonia Agricola Riacho Fundo, R.A. XVII, Riacho Fundo/DF, com area de 11,1633 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 02/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: EICHI HAYAKAWA."
490,"Processo: 070-000.884/2012 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000042/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e PAULO PEREIRA DE MACEDO, produtor rural, CPF 606.349.601-72, como concessionario. OBJETO: Lote no 18 E 19, Colonia Agricola Buriti Vermelho, R.A. VII, Paranoa/DF, com area de 3,704 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 03/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: PAULO PEREIRA DE MACEDO."
491,"Processo: 070-001.172/2010 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000039/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e TEREZINHA APARECIDA LOULY ALBERNAZ, produtora rural, CPF 128.371.131-15, como concessionario. OBJETO: Lote no 51, Nucleo Rural Santos Dumont, R.A. VI, Planaltina/DF, com area de 87,9162 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 03/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIA: TEREZINHA APARECIDA LOULY ALBERNAZ."
492,"Processo: 070-001.097/2011 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000041/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e ANTONIO TEMOTEO DA SILVA, produtor rural, CPF 443.372.301-06, como concessionario. OBJETO: Chacara no 03, Nucleo Rural Sarandy, R.A. VI, Planaltina/DF, com area de 3,03 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 08/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: ANTONIO TEMOTEO DA SILVA."
493,"Processo: 070-002.231/2016 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000044/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e INSTITUTO DE TERAPIAS INTEGRATIVAS E PERMACULTURA, produtor rural, CNPJ 33.453.895/0001-79, como concessionario. OBJETO: Chacara no 12, Sao Sepe, Nucleo Rural Corrego do Urubu, R.A. XVII, Lago Norte/DF, com area de 2,9927 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 01/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: HOMERO FERNANDES BERNARDO."
508,"PROCESSO: 160.001.258/1999; ESPECIE: Contrato de Concessao de Direito Real de Uso com Opcao de Compra No 017/2018; CONTRATANTES: Companhia Imobiliaria de Brasilia Terracap Terracap e Metalurgica Brasiliense Ltda ME; ME; OBJETO: SAMAMBAIA, ADE/SUL CONJ 13 LT 19; EMBASAMENTO LEGAL: Art. 174 da Constituicao Federal, do art. 161 da Lei Organica do Distrito Federal, da Lei no 3.196, de 29/09/2003, complementada pela Lei 3.266, de 30/12/2003, e regulamentada pelo Decreto 24.430 de 02.03.2004; VALOR: R$ 100.800,00 (cem mil e oitocentos reais); VIGENCIA: 36 (trinta e seis) meses; DESPESAS DE PU- BLICACAO: Correcao a expensas da Terracap. DATA DE ASSINATURA: 08/02/2018; P/CONTRATANTE: Julio Cesar de Azevedo Reis, Ricardo Henrique Sampaio Santiago e Andrea Saboia Fonseca; P/CONCESSIONARIA: Tatiana Sousa Mendes; TESTEMUNHAS: Carvilio Pereira Gomes e Ronaldo da Silva Souza."
582,"Especie: Contrato no 025/2019-SES/DF. Partes: DISTRITO FEDERAL, por intermedio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a empresa SAMEH SOLUCOES SOLUCOES HOSPITALARES LTDA, inscrita no CNPJ no 25.031.668/0001-27. Objeto: Aquisicao de material de consumo: FITA REAGENTE PARA GLICEMIA, em sistema de registro de precos, em regime de COMODATO, com fornecimento de glicosimetro para a realizacao destes exames para atender as necessidades da Secretaria de Saude DF. DF. (Item 02). Vigencia: 12 (doze) meses, a partir da assinatura, podendo ser prorrogado conforme a Lei 8666/1993, artigo 57, inciso II, cumulada pelo e Parecer 1030/2009 de 06 de outubro de 2009 do PROCAD/PGDF, por se tratar de servico de natureza continua. Do valor: O valor total do contrato e de R$ 512.439,40 (quinhentos e doze mil, quatrocentos e trinta e nove reais e quarenta centavos), procedente do Orcamento do Distrito Federal para o corrente exercicio, nos termos da correspondente Lei Orcamentaria Anual. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Programa de Trabalho: 10302620242050002. Natureza da Despesa: 339030. Fonte de Recursos: 138003467. Nota de Empenho: 2019NE03633. Emitida em 30/04/2019. Sob o evento: 400091. Na modalidade: Ordinario. Valor inicial: 512.439,40 (quinhentos e doze mil, quatrocentos e trinta e nove reais e quarenta centavos). Despesa de Publicacao: SES. Processo no: 00060-00144591/2019-21. Data de Assinatura: 25/06/2019. Pela SES/DF: OSNEI OKUMOTO. Pela contratada: LUCELIA FERREIRA GOMES. Testemunhas: ALDA SOUZA RODRIGUES e JO S E FA NOBREGA DANTAS."
583,"Especie: Contrato no 033/2019-SES/DF. Partes: DISTRITO FEDERAL, por intermedio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a empresa HAIAEL COMERCIAL EIRELLE EPP, EPP, inscrita no CNPJ no 05.696.494/0001-04. Objeto: aquisicao de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (OPME) -CADEIRAS CADEIRAS DE RODAS DIVERSAS contempladas na tabela SUS do Ministerio da Saude para atender a demanda dos pacientes cadastrados no Nucleo de Producao de Orteses e Proteses/GESF da Rede SES/DF (Itens 01 e 02). Vigencia: 12 (doze) meses, contados a partir da assinatura, persistindo as obrigacoes decorrentes da garantia. Do valor: O valor total do contrato e de R$ 99.900,00 (noventa e nove mil e novecentos reais), procedente do Orcamento do Distrito Federal para o corrente exercicio, nos termos da correspondente Lei Orcamentaria Anual. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Programa de Trabalho: 10302620260164217. Natureza da Despesa: 339030. Fonte de Recursos: 138003467. Nota de Empenho: 2019NE04474. Emitida em 30/05/2019. Sob o evento: 400091. Na modalidade: Ordinario. Valor inicial: 99.900,00 (noventa e nove mil e novecentos reais). Despesa de Publicacao: SES. Processo no: 00060-00098863/2019-11. Data de Assinatura: 01/07/2019. Pela SES/DF: OSNEI OKUMOTO. Pela contratada: SARAH CRISTINA BORGES CARRIJO. Testemunhas: JOSEFA NOBREGA DANTAS e HELBERTH GONCALVES MACAU."
612,"Especie: Convenio n 003/2018-SES/DF. Convenentes: DISTRITO FEDERAL, por intermedio medio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a FUNDACAO OSWALDO CRUZ doravante denominada FIOCRUZ, inscrita no CNPJ/MF sob o no 33.781.055/0001-35, vinculada ao Ministerio da Saude, por meio ESCOLA NACIONAL CIONAL DE SAUDE PUBLICA SERGIO AROUCA, doravante denominada FIOCRUZ/ENSP. CRUZ/ENSP. Objeto: O presente convenio tem por objeto a formacao de mestres em avaliacao em saude por meio da realizacao do Curso ""Mestrado Profissional em Avaliacao em Saude"", na modalidade presencial tendo como foco as politicas, programas, projetos e acoes, os servicos e as redes de atencao a saude. Vigencia: O presente Convenio vigera a partir de sua data de assinatura, pelo periodo de 30 (trinta) meses, podendo ser prorrogado por meio de termo aditivo, apos analise tecnica de acordo com o interesse dos participes; O Convenio podera ser alterado a qualquer tempo, mediante assinatura de termo aditivo, desde que nao seja modificado seu objeto, devendo a solicitacao ser encaminhada com antecedencia cedencia minima de 60 (sessenta) dias da data de termino da execucao do Convenio. Valor: Para o cumprimento das metas estabelecidas neste Convenio, foi estabelecido o valor de R$ 788.070,81 (setecentos e oitenta e oito mil e setenta reais e oitenta e um centavos), a ser transferido para a FUNDACAO OSWALDO CRUZ/ ESCOLA NACIONAL DE SAUDE PUBLICA SERGIO AROUCA (FIOCRUZ/ENSP), de acordo com o cronograma de Desembolso sembolso fixado no Plano de Trabalho/Projeto Basico. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Unidade Gestora: 170101. Gestao: 17901. Programa de Tr a b a l h o : 10128600240880021. Natureza da Despesa: 332039. Fonte de Recurso: 100000000. Despesa de Publicacao: A publicacao do presente instrumento sera providenciada pela SES/DF, em extrato no Diario Oficial do Distrito Federal e pela FIOCRUZ/ENSP no Diario Oficial da Uniao, as suas expensas, ate o 5o (quinto) dia util do mes seguinte ao de sua assinatura, devendo esta ocorrer no prazo de 20 (vinte) dias a contar daquela data. Do Plano de Trabalho/Do Projeto Basico: Integra este Instrumento, independentemente de transcricao, o Projeto Basico/Plano de Trabalho, (9207576) elaborado e aprovado de comum acordo entre as partes, concernente a execucao da finalidade descrita na Clausula do Objeto. Processo SEI no: 00060-00220965/2017-50 Processo Fiocruz no 25380.001551/2017-41. Data de Assinatura: natura: 04/07/2018. Pela SES/DF: HUMBERTO LUCENA PEREIRA DA FONSECA. Pela FIOCRUZ: HERMANO ALBUQUERQUE DE CASTRO. Testemunhas: PATRICIA SILVA ARAUJO RESENDE e ALDA SOUZA RODRIGUES."
622,"PROCESSO: 160.001.258/1999; ESPECIE: Contrato de Concessao de Direito Real de Uso com Opcao de Compra No 017/2018; CONTRATANTES: Companhia Imobiliaria de Brasilia Terracap Terracap e Metalurgica Brasiliense Ltda ME; ME; OBJETO: SAMAMBAIA, ADE/SUL CONJ 13 LT 19; EMBASAMENTO LEGAL: Art. 174 da Constituicao Federal, do art. 161 da Lei Organica do Distrito Federal, da Lei no 3.196, de 29/09/2003, complementada pela Lei 3.266, de 30/12/2003, e regulamentada pelo Decreto 24.430 de 02.03.2004; VALOR: R$ 100.800,00 (cem mil e oitocentos reais); VIGENCIA: 36 (trinta e seis) meses; DESPESAS DE PUBLICACAO: BLICACAO: Correcao a expensas da Terracap. DATA DE ASSINATURA: 08/02/2018; P/CONTRATANTE: Julio Cesar de Azevedo Reis, Ricardo Henrique Sampaio Santiago e Andrea Saboia Fonseca; P/CONCESSIONARIA: Tatiana Sousa Mendes; TESTEMUNHAS: Carvilio Pereira Gomes e Ronaldo da Silva Souza."
647,"Processo: 070-000.780/2011 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000043/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e EICHI HAYAKAWA, produtor rural, CPF 003.099.901-49, como concessionario. OBJETO: Lote no 03, Colonia Agricola Riacho Fundo, R.A. XVII, Riacho Fundo/DF, com area de 11,1633 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 02/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: EICHI HAYAKAWA."
648,"Processo: 070-000.884/2012 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000042/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e PAULO PEREIRA DE MACEDO, produtor rural, CPF 606.349.601-72, como concessionario. OBJETO: Lote no 18 E 19, Colonia Agricola Buriti Vermelho, R.A. VII, Paranoa/DF, com area de 3,704 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 03/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: PAULO PEREIRA DE MACEDO."
649,"Processo: 070-001.172/2010 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000039/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e TEREZINHA APARECIDA LOULY ALBERNAZ, produtora rural, CPF 128.371.131-15, como concessionario. OBJETO: Lote no 51, Nucleo Rural Santos Dumont, R.A. VI, Planaltina/DF, com area de 87,9162 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 03/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIA: TEREZINHA APARECIDA LOULY ALBERNAZ."
650,"Processo: 070-001.097/2011 ESPECIE: ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural. NUMERO: 000041/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal Seagri, Seagri, por delegacao da Companhia Imobiliaria de Brasilia Terracap Terracap como concedente e ANTONIO TEMOTEO DA SILVA, produtor rural, CPF 443.372.301-06, como concessionario. OBJETO: Chacara no 03, Nucleo Rural Sarandy, R.A. VI, Planaltina/DF, com area de 3,03 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia TERRACAP, TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal COREG, COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE ASSINATURA: 08/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO: ANTONIO TEMOTEO DA SILVA."
