,processo_gdf,modalidade_licitacao,numero_licitacao,valor_estimado_contratacao,text,labels
196,092.001876/2019,PREGAO ELETRONICO,,,"AVISO DE LICITACAO PREGAO ELETRONICO PE No 125/2019 COTA RESERVADA ( ME / EPP / MEI ) . PROCESSO : 092.001876/2019 . OBJETO : Registro de precos para aquisicao de hidroxido de sodio . CRITERIO DE JULGAMENTO : Menor Preco . D O TA C A O ORCAMENTARIA : UO : 22.202 ; PROGRAMA DE TRABALHO : 17.122.6001.8517/6977 ; NATUREZA DE DESPESA : 339030 ; Codigo de Aplicacao : 12.403.402. 200-0 . FONTE DE RECURSO : Recursos Proprios , CODIGO : 11.101.000. 000-3 . ENTREGA : 05 dias . VIGENCIA : 365 dias . ABERTURA : 04/06/2019 , as 09 horas no site www.comprasnet.gov.br ( UASG : 974200 ) . INFORMACOES : O edital e seus anexos encontram-se disponiveis no site : www.caesb.df.gov.br - menu Licitacoes , a partir do dia 21/05/2019 . Fone : ( 61 ) 3213-7575 , E-mail : l i c i t a c a o @ c a e s b . d f . g o v. b r. ELISA TEREZINHA HAMMES Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
197,092.002101/2019,PREGAO ELETRONICO,,,"AVISO DE LICITACAO PREGAO ELETRONICO PE No 126/2019 COTA RESERVADA ( ME / EPP / MEI ) . PROCESSO No : 092.002101/2019 . OBJETO : Registro de precos para aquisicao de equipamentos e utensilios para refeitorio , copa e cozinha . ( cartucho , filtro , garrafa termica , entre outros ) . CRITERIO DE JULGAMENTO : Menor Preco ; DOTACAO ORCAMENTARIA : UO : 22.202 ; PROGRAMA DE TRABALHO : 17.122.6001.8517/6977 ; NATUREZA DE DESPESA : 33.90.30 ; Codigo de Aplicacao : 12.403.402. 200-0 . FONTE DE RECURSO : Recursos Proprios , CODIGO : 11.101.000. 000-3 . ENTREGA : 30 dias . VIGENCIA : 365 dias . ABERTURA : 04/06/2019 , as 09 horas no site www.comprasnet.gov.br ( UASG : 974200 ) . INFORMACOES : O edital e seus anexos encontram-se disponiveis no site : www.caesb.df.gov.br - menu Licitacoes , a partir do dia 21/05/2019 . Fone : ( 61 ) 3213-7340 , E-mail : licitacao@caesb.df.gov.br . NARA MAGALHAES DA SILVA Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
198,092.001884/2019,PREGAO ELETRONICO,,,"AVISO DE LICITACAO PREGAO ELETRONICO PE No 127/2019 COTA RESERVADA ( ME / EPP / MEI ) . PROCESSO No : 092.001884/2019 . OBJETO : Registro de precos para aquisicao de barrilha leve - carbonato de sodio . CRITERIO DE JULGAMENTO : Menor Preco . DOTACAO ORCAMENTARIA : UO : 22.202 ; PROGRAMA DE TRABALHO : 17.122.6001.8517/6977 ; NATUREZA DE DESPESA : 339030 ; Codigo de Aplicacao : 12.403.402. 200-0 . FONTE DE RECURSO : Recursos Proprios , CODIGO : 11.101.000. 000-3 . ENTREGA : 05 dias . VIGENCIA : 365 dias . ABERTURA : 05/06/2019 , as 09 horas no site www.comprasnet.gov.br ( UASG : 974200 ) . INFORMACOES : O edital e seus anexos encontram-se disponiveis no site : www.caesb.df.gov.br - menu Licitacoes , a partir do dia 21/05/2019 . Fone : ( 61 ) 3213-7575 , E-mail : l i c i t a c a o @ c a e s b . d f . g o v. b r. ELISA TEREZINHA HAMMES Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
199,00220-00005413/2021-56,PREGÃO ELETRÔNICO,027/2021,"2.608.000,00","AVISO DE PREGÃO ELETRÔNICO SRP Nº 027/2021 Processo 00220-00005413/ 2021-56 ( Itens 01 e 02 - AMPLA CONCORRÊNCIA ) O Distrito Federal - DF , por meio da SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DISTRITO FEDERAL , autorizada pelo Decreto Distrital nº 41.497/2020 , por meio do Pregoeiro e Equipe de Apoio , designados pela Portaria nº 247/2021 , torna público , para conhecimento dos interessados , que fará licitação , em Sistema de Registro de Preços - SRP , com Itens 01 e 02 de Ampla Concorrência , cujo objeto é o Registro de preços para eventual contratação de empresa para locação de ônibus por Km rodado , incluindo combustível , seguro total e motoristas uniformizados , para otransporte de passageiros , para atender às necessidades do Programa Compete Brasília gerido pela Secretaria de Estado de Esporte e Lazer do Distrito Federal , SEL-DF , sob a modalidade de PREGÃO , na forma ELETRÔNICO , Tipo MENOR PREÇO POR ITEM , Adjudicação POR ITEM . VALOR TOTAL ESTIMADO : R$ 2.608.000,00 ( dois milhões e seiscentos e oito mil reais ) , em SESSÃO PÚBLICA : no dia 27 de dezembro de 2021 , às 13h10min , DATA LIMITE DE RECEBIMENTO DAS PROPOSTAS : até às 13:00 horas do dia 27 de dezembro de 2021 , conforme especificações e quantitativos constantes no EDITAL . O EDITAL e seus ANEXOS I A X encontram-se disponibilizados , sem ônus , no sítio : www.comprasgovernamentais.gov.br e/ou na página da Secretaria de Estado de Esporte e Lazer do Distrito Federal SEL / DF , www.esporte.df.gov.br ( clicar em InstitucionalBase JurídicaLicitações ) . A sessão Pública será processada no sítio do Compras Governamentais , nos termos do EDITAL . THIAGO MOREIRA CARVALHO Pregoeiro ",O O B-modalidade_licitacao I-modalidade_licitacao O O B-numero_licitacao O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
200,00063-00000721/2021-54,,28/202,"14.395,30","AVISO DE ABERTURA DE LICITAÇÃO Nº 28/202 - UASG 926334 A Fundação Hemocentro de Brasília torna público a realização de Licitação , por Menor Preço , para aquisição por Registro de Preços de impressos - livros e formulários - utilizados na rotina hemoterápica das Agências Transfusionais da Hemorrede Pública da SES / DF , de acordo com as condições , quantidades e exigências estabelecidas no Edital e seus anexos ; Processo 00063-00000721/ 2021-54 , valor estimado de R$ 14.395,30 ( quatorze mil trezentos e noventa e cinco reais e trinta centavos ) . Data limite de recebimento das propostas até às 10:00 horas do dia 30/08/2021 . O Edital encontra-se disponibilizado , no sítio : www.gov.br/compras , no sítio www.fhb.df.gov.br e no endereço : Setor Médico Hospitalar Norte-SMHN , Quadra 03 , Conjunto A , Bloco 03 , Asa Norte CEP 70710-908 Brasília / DF . A sessão Pública será processada no dia 30/08/2021 às 10:00 horas no sítio do Compras Governamentais , nos termos do Edital . HENRIQUE SANJIRO YUZUKI FARIAS Chefe ",O O O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
201,00063-00005516/2020-02,,29/2021,"71.003,00","AVISO DE ABERTURA DE LICITAÇÃO Nº 29/2021 - UASG 926334 A Fundação Hemocentro de Brasília torna público a realização de Licitação , por Menor Preço , para aquisição de MATERIAIS TÉCNICOS , visando atender às demandas das áreas técnicas da FHB , de acordo com as condições , quantidades e exigências estabelecidas no Edital e seus anexos ; Processo 00063-00005516/ 2020-02 , valor estimado de R$ 71.003,00 ( setenta e um mil três reais ) . Data limite de recebimento das propostas até às 10:00 horas do dia 31/08/2021 . O Edital encontra-se disponibilizado , no sítio : www.gov.br/compras , no sítio www.fhb.df.gov.br e no endereço : Setor Médico Hospitalar Norte-SMHN , Quadra 03 , Conjunto A , Bloco 03 , Asa Norte CEP 70710-908 Brasília / DF . A sessão Pública será processada no dia 31/08/2021 às 10:00 horas no sítio do Compras Governamentais , nos termos do Edital . HENRIQUE SANJIRO YUZUKI FARIAS Chefe ",O O O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
202,,Pregão Eletrônico,11/2021,,"AVISO DE PREGÃO ELETRÔNICO N ° 11/2021 A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB , no uso de suas atribuições legais , torna público o aviso de licitação para a realização do Pregão Eletrônico nº 11/2021 , OBJETO : Contratação de empresa especializada na elaboração do Plano de Manejo ( PM ) da Área de Relevante Interesse Ecológico ( ARIE ) do Córrego Mato Grande , conforme Termo de Referência emitido pelo Instituto Brasília Ambiental - IBRAM ajustado às condições específicas da área objeto da contratação , conforme descrito no Anexo I do Edital . No dia 06/12/2021 . Horário : 10h00min - Horário de Brasília . As propostas serão recebidas exclusivamente por meio eletrônico no endereço sítio https://www.gov.br/compras/pt-br . Os interessados terão acesso ao Edital e seus anexos nos sítios https://www.codhab.df.gov.br e https://www.gov.br/compras/pt-br . Brasília / DF , 08 de novembro de 2021 FERNANDA VITORINO Pregoeira ",O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
203,,Pregão Eletrônico,01/2022,,"AVISO DE PREGÃO ELETRÔNICO SRP N ° 01/2022 A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB , no uso de suas atribuições legais , torna público o aviso de licitação para a realização do Pregão Eletrônico SRP nº 01/2022 , OBJETO : Registro de Preços para futura e eventual aquisição para contratação de serviços de tecnologia da informação para dar continuidade ao desenvolvimento de sistemas web e mobile baseado na arquitetura de microsserviços , arquitetura essa que visa o desenvolvimento de pequenos sistemas que terão seu desenvolvimento , manutenção e sustentação executado pela contratada , baseado também nas ideias e práticas do desenvolvimento ágil , de forma a suportar as ações relacionadas ao planejamento estratégico desta empresa pública , conforme descrito no Anexo I do Edital . No dia 16/02/2022 . Horário : 10h00min - Horário de Brasília . As propostas serão recebidas exclusivamente por meio eletrônico no endereço sítio https://www.gov.br/compras/pt-br . Os interessados terão acesso ao Edital e seus anexos nos sítios https://www.codhab.df.gov.br e https://www.gov.br/compras/pt-br . Brasília / DF , 25 de janeiro de 2022 MICHELLY C. HORTMANN S. MORAIS Pregoeira Substituta ",O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
204,04026-00000290/2021-79,PREGÃO ELETRÔNICO,13/2021,"97.449,28","AVISO DE ABERTURA DE LICITAÇÃO SRP PREGÃO ELETRÔNICO Nº 13/2021 LICITAÇÃO EXCLUSIVA PARA ME / EPP Processo : 04026-00000290/ 2021-79 . TIPO : Menor Preço . OBJETO : Registro de Preços para aquisição de medicamentos para as Unidades Prisionais do Distrito Federal , para atender a demanda da Secretaria de Estado de Administração Penitenciária do Distrito Federal SEAPE / DF , conforme especificações e quantitativos constantes no Termo de Referência . VALOR ESTIMADO : 97.449,28 ( quinhentos e noventa e sete mil , quatrocentos e quarenta e nove reais e vinte oito centavos ) . PRAZO DE ENTREGA : De entrega : não superior a 20 ( vinte ) dias úteis contados do recebimento da nota de empenho ou da assinatura do contrato . Do Contrato : 90 ( noventa ) dias a partir da data da assinatura . DATA DA SESSÃO PÚBLICA : 16/09/2021 às 13:00 horas no www.gov.br/compras . UASG 928082 . Edital também está disponível no http://www.seape.df.gov.br/licitacao/. ROSIMEIRE PAIVA DA SILVA Subsecretária ",O O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
205,00080-00160300/2021-91,PREGÃO ELETRÔNICO,44,"3.642.481,45","AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 44 /2021 - ( UASG 450432 ) Objeto : Registro de preços para a contratação de empresa prestadora de serviço de transporte rodoviário de gêneros alimentícios não perecíveis , incluído os serviços de carregamento , distribuição e descarregamento , por meio do sistema de Registro de Preços , para o Programa de Alimentação Escolar do Distrito Federal ( PAE-DF ) , conforme especificações e condições estabelecidas neste termo de Referência e seus anexos . Total de itens : 02 . Valor total estimado : R$ 3.642.481,45 ( três milhões , seiscentos e quarenta e dois mil quatrocentos e oitenta e um reais e quarenta e cinco centavos ) Processo 00080-00160300/ 2021-91 . Cadastro das Propostas : a partir de 10/12/2021 . Abertura das Propostas : 04/01/2022 , às 10hs , horário de Brasília . O Edital estará disponível nos endereços eletrônicos : www.gov.br/compras/pt-br e https://www.educacao.df.gov.br/pregao-eletronico/. RENI FERNANDES Pregoeiro ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
206,00193-00000432/2021-05,PREGÃO ELETRÔNICO,02/2021,"75.572,04","AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 02/2021 - UASG 926319 A Fundação de Apoio à Pesquisa do Distrito Federal- FAPDF , torna público que realizará licitação do tipo MENOR PREÇO , cujo objeto é a escolha da proposta mais vantajosa para a contratação de prestação de serviços de outsourcing , bem como : a disponibilização e instalação de dispositivos de impressão , cópia e digitalização ; o suporte técnico ; a manutenção ; o fornecimento de consumíveis ( exceto papel ) ; treinamento de usuários ; a gestão de resíduos a que se refere a Lei 12.305/2010 ( gestão pela própria contratada dos resíduos gerados pelo contrato ) ; o fornecimento de sistemas de medição e controle eletrônico capazes de gerenciar os equipamentos e serviços prestados , pelo prazo de 12 ( doze ) meses ( prorrogáveis nos termos da lei ) , conforme condições , quantidades e exigências estabelecidas no Edital e seus anexos . Valor estimado : R$ 75.572,04 ( setenta e cinco mil , quinhentos e setenta e dois reais e quatro centavos ) . Elemento de despesa : 33.90. 40-16 . Programa de Trabalho nº : 19.126.8207.2557.0095 , Fonte : 100 . Abertura das propostas dia 01/09/2021 , às 09h30min . Processo 00193-00000432/ 2021-05 . O Edital poderá ser retirado a partir da publicação no Portal : www.comprasgovernamentais.gov.br ou no portal da FAPDF-DF : http://www.fap.df.gov.br/licitacoes/ , a partir da sua publicação e/ou divulgação . Informações pelo telefone : ( 61 ) 3462.8817 . Brasília / DF , 19 de agosto de 2021 MARCILENE BONFIM LEITÃO SANTANA Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
207,00020-00005112/2021-15,PREGÃO ELETRÔNICO,11/2021,"51.291,70","AVISO DE LICITAÇÃO - SRP - LICITAÇÃO EXCLUSIVA ME / EPP PREGÃO ELETRÔNICO Nº 11/2021 Processo : 00020-00005112/ 2021-15 . Código UASG : 926121 . Objeto : Registro de Preços para a eventual aquisição e instalação de vidros para janelas , películas , bem como o serviço de remoção de películas já existentes , incluindo a mão-de-obra necessária . Tipo de Licitação : Menor preço . Valor estimado : R$ 51.291,70 . O respectivo edital poderá ser retirado no endereço eletrônico : www.gov.br/compras ou na página oficial da PGDF : www.pg.df.gov.br . Cadastramento das propostas até a data e horário fixados para a abertura da licitação : às 14h30min do dia 02 de setembro de 2021 , horário de Brasília . Informações por meio do endereço eletrônico licitacao@pg.df.gov.br . Brasília / DF , 18 de agosto de 2021 CLEONICE NERI DOS SANTOS Pregoeira ",O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
