,processo,tipo,objeto,CNPJ,valor,valor_total,modo_disputa,texto
101,00053-00049078/2019-80, Menor preco," Contratacao de
empresa especializada para reforma e ampliacao do 1o Grupamento de Bombeiro Militar - 1o
GBM/CBMDF, situado na - SAFN - Quadra 04 Lote 02 - Brasilia - Distrito Federal",33.535.242/0001-39,nan,"2.985.045,00",nan,"
RDC No 02/2020
PROCESSO No SEI - 00053-00049078/2019-80/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de
empresa especializada para reforma e ampliacao do 1o Grupamento de Bombeiro Militar - 1o
GBM/CBMDF, situado na - SAFN - Quadra 04 Lote 02 - Brasilia - Distrito Federal. O DICOA informa
a ADJUDICACAO do objeto da licitacao a empresa L. D. G. CONSTRUCOES EIRELI, CNPJ:
33.535.242/0001-39, com o valor total de R$ 2.985.045,00; e a HOMOLOGACAO do certame com fulcro
no art. 28, IV, da Lei no 12.462/2011. Inf.: (61) 3901-3481"
102,00050-00035077/2019-32, Menor Preco," Registro de Precos para futura
aquisicao de materiais para manutencao de bens imoveis (materiais eletricos) para as unidades
prisionais da Subsecretaria do Sistema Penitenciario e unidades da Secretaria de Estado da Seguranca
Publica",33.063.052/0001-66,"17,71","17,71",nan,"
PREGAO ELETRONICO No 35/2019
Processo: 00050-00035077/2019-32. Tipo: Menor Preco. Objeto: Registro de Precos para futura
aquisicao de materiais para manutencao de bens imoveis (materiais eletricos) para as unidades
prisionais da Subsecretaria do Sistema Penitenciario e unidades da Secretaria de Estado da Seguranca
Publica. A SSPDF informa, com fulcro no inciso IX do artigo 17, e inciso VI do Artigo 13 do
Decreto no 10.024/2019, a ADJUDICACAO dos itens 18, 19 e 23 a AAZ Comercial Eireli, CNPJ
15.449.518/0001-84, no valor unitario R$ 17,71, R$ 15,30 e R$ 143,81; dos itens 12, 13, 15, 22, 37
e 38 a Comercio de Materiais de Construcoes Cavalheiros Ltda., CNPJ 21.875.005/0001-38, no valor
unitario de R$ 8,70, R$ 4,33, R$ 4,19, R$ 24,02, R$ 2,48 e R$ 3,18; do item 26 a Eficilux Comercio
e Servico de Equipamentos Eletricos Ltda., CNPJ 26.503.796/0001-99, no valor unitario de R$ 35,70;
dos itens 29, 34, 35 e 36, a VOLT Materiais Eletricos Eireli, CNPJ 26.507.653/0001-55, no valor
unitario de R$ 69,77, R$ 33,66, R$ 18,83 e R$ 24,83; dos itens 3, 4, 6, 7, 8, 9, 14 e 16 a ESC
Construcoes e Distribuidora Eireli, CNPJ 27.323.299/0001-71, no valor unitario de R$ 11,42, R$
12,46, R$ 5,59, R$ 5,77, R$ 9,18, R$ 10,00, R$ 3,92 e R$ 2,24; dos itens 10, 27, 28, 30, 31, 32
e 33, a Costa & Nascimento Comercio e Servicos Ltda, CNPJ 31.119.687/0001-02, no valor unitario
de R$ 22,00, R$ 32,56, R$ 32,74, R$ 36,50, R$ 32,94, R$ 32,56 e R$ 7,50; dos itens 1, 2, 5 e 11
a GOLED Industria e Comercio Ltda., CNPJ 32.617.419/0001-83, no valor unitario de R$ 25,00, R$
25,00, R$ 7,10 e R$ 15,00; dos itens 40, 41, 42 e 43, a JA Comercio Varejista e Atacadista, Servicos
e Distribuidora Eireli, CNPJ 33.063.052/0001-66, no valor unitario de R$ 1.095,00, R$ 393,00, R$
1.095,00 e R$ 393,00; e a HOMOLOGACAO do certame. O total licitado foi de R$ 559.414,46. Os
itens 17, 20, 21, 24 25 e 39 fracassaram"
103,nan,nan," Pregao Eletronico: Contratacao de empresa especializada para
conservacao/manutencao do Escritorio Local de VARGEM BONITA da Emater-DF, composto por servicos
essenciais para a manutencao do mesmo",30.223.850/0001-10,"186.119,97","281,50",nan,"
PREGAO ELETRONICO No 08/2019
Processo:0072-00000904/2019-46. Objeto: Pregao Eletronico: Contratacao de empresa especializada para
conservacao/manutencao do Escritorio Local de VARGEM BONITA da Emater-DF, composto por servicos
essenciais para a manutencao do mesmo. O escritorio de VARGEM BONITA esta localizado no Setor Park
Way - Nucleo Bandeirante, Brasilia - DF, CEP 71750-000 e o servico tera uma area aproximada de 281,50
m2. A EMATER-DF informa a ADJUDICACAO e HOMOLOGACAO final do certame, com fulcro no
Decreto no 5.450/2005, de 31/05/2005, a empresa ENGIEX ENGENHARIA E CONSTRUTORA EIREL,
CNPJ 30.223.850/0001-10 no valor total de R$ 186.119,97 (Cento e oitenta e seis mil e cento e dezenove
reais e noventa sete centavos). Assina: LUCIANA DE ANDRADE CAMPOS - Pregoeira"
104,00072-00001421/2019-69,nan," Contratacao, sob demanda, de empresa 
especializada em esgotamento sanitario individual, para fornecimento e instalacao de 
sistemas individuais Reatores Anaerobios biologicos, autonomos, para tratamento de 
efluentes domesticos, fabricado em fibra de vidro, dentro das normas NBR 7",nan,"594.000,00","594.000,00",nan,"
PREGAO ELETRONICO No 11/2019
Processo: 00072-00001421/2019-69. Objeto: Contratacao, sob demanda, de empresa 
especializada em esgotamento sanitario individual, para fornecimento e instalacao de 
sistemas individuais Reatores Anaerobios biologicos, autonomos, para tratamento de 
efluentes domesticos, fabricado em fibra de vidro, dentro das normas NBR 7.229/93 e 
NBR 13.969/97, sem utilizacao de energia eletrica ou qualquer produto quimico 
adicional, por meio da acao das bacterias anaerobias presentes no esgoto, com 
disposicao de efluentes no solo atraves de valas de infiltracao minimizando o impacto 
ambiental em aguas subterraneas. A EMATER-DF informa a ADJUDICACAO e 
HOMOLOGACAO final do certame, com fulcro no Decreto no 5.450/2005, de 
31/05/2005. Item I  SETE  SISTEMA ECOLOGICO DE TRATAMENTO DE 
ESGOTO EIRELI, CNPJ 11.755.081/001-56, no valor total de R$ 594.000,00 
(quinhentos e noventa e quatro mil reais)"
105,00050-00025796/2019-45, Menor Preco," Aquisicao de 
pulpitos com a logomarca e sigla da Secretaria de Estado de Seguranca Publica do Distrito 
Federal, visando atender as demandas de eventos, palestras, seminarios, cursos e reunioes, 
patrocinadas pelo Gabinete, Subsecretarias e CIOB, todos pertencentes a estrutura 
administrativa da SSP/DF, bem como aquisicao de maquinas de cortar cabelo, tipo 
profissional, para atender demanda dos reclusos do Sistema Prisional do Distrito Federal - 
SESIPE",21.323.689/0001-65,"6.795,00","6.795,00",nan,"
PREGAO ELETRONICO No 34/2019-SSP
Com participacao exclusiva das ME/MEI/EPPs
Processo: 00050-00025796/2019-45. TIPO: Menor Preco. OBJETO: Aquisicao de 
pulpitos com a logomarca e sigla da Secretaria de Estado de Seguranca Publica do Distrito 
Federal, visando atender as demandas de eventos, palestras, seminarios, cursos e reunioes, 
patrocinadas pelo Gabinete, Subsecretarias e CIOB, todos pertencentes a estrutura 
administrativa da SSP/DF, bem como aquisicao de maquinas de cortar cabelo, tipo 
profissional, para atender demanda dos reclusos do Sistema Prisional do Distrito Federal - 
SESIPE. A SSPDF informa, com fulcro no inciso IV e VI do artigo 13 do Decreto no 
10.024/2019, a ADJUDICACAO do item 1 a M.L Comercio e Servico Eirelli-EPP, CNPJ 
21.323.689/0001-65, no valor total de R$ 6.795,00; e a HOMOLOGACAO do certame. A 
SSPDF informa ainda que o item 2 restou fracassado"
106,00053-00094716/2019-17, Menor preco," Contratacao 
de empresa especializada para construcao do Canil Militar do Grupamento de Busca e 
Salvamento (GBSAL) do CBMDF",11.064.583/0001-30,nan,"930.000,00",nan,"
RDC No 05/2020
Processo: 00053-00094716/2019-17/CBMDF. TIPO: Menor preco. OBJETO: Contratacao 
de empresa especializada para construcao do Canil Militar do Grupamento de Busca e 
Salvamento (GBSAL) do CBMDF. O DICOA informa a ADJUDICACAO do objeto da 
licitacao a empresa SANTOS ENGENHARIA E SERVICOS EIRELI, CNPJ: 
11.064.583/0001-30, com o valor total de R$ 930.000,00 e a HOMOLOGACAO do 
certame com fulcro no art. 28, IV, da Lei no 12.462/2011. Inf.: (61) 3901-3481"
107,00050-00008415/2019-63, Menor Preco," Registro de precos 
para futura aquisicao de medicamentos nao fornecidos pela Secretaria de Estado de Saude 
para os internos, conforme Portaria Conjunta no 01, de 23 de fevereiro de 2010 SSP/SES, 
visando atender demanda da Subsecretaria do Sistema Penitenciario da Secretaria de 
Estado de Seguranca Publica do Distrito Federal",36.325.157/0001-34,"2,94","2,94",nan,"
PREGAO ELETRONICO No 02/2020
Processo: 00050-00008415/2019-63. TIPO: Menor Preco. OBJETO: Registro de precos 
para futura aquisicao de medicamentos nao fornecidos pela Secretaria de Estado de Saude 
para os internos, conforme Portaria Conjunta no 01, de 23 de fevereiro de 2010 SSP/SES, 
visando atender demanda da Subsecretaria do Sistema Penitenciario da Secretaria de 
Estado de Seguranca Publica do Distrito Federal. A SSPDF informa, com fulcro no inciso 
IX do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO 
dos itens 3, 9, 17, 26, 31, 35, 56, 63, 65, 75, 79, 84, 87 e 95 a Distribuidora De 
Medicamentos Backes Eireli, CNPJ 25.279.552/0001-01, no valor unitario de R$ 2,94, R$ 
0,06, R$ 0,18, R$ 5,96, R$ 0,28, R$2,00, R$ 0,03, R$ 2,78, R$ 0,22, R$ 0,11, R$ 0,48, R$ 
7,24, R$ 2,90 e R$ 2,45; do item 5, 83 e 94 a Semear Distribuidora Eireli, CNPJ 
10.269.296/0001-02, no valor unitario de R$ 0,05, R$ 2,57 e R$ 0,09; dos itens 7, 18, 28, 
67, 68 e 114 a Unique Distribuidora De Medicamentos Eireli, CNPJ 23.864.942/0001-13, 
no valor unitario de R$ 1,00, R$ 13,00, R$ 9,78, R$ 25,50, R$ 25,90 e R$ 0,48; dos itens 
117 e 118 a M Med Comercial De Medicamentos E Produtos Hospitalares Eirelli, CNPJ 
28.387.424/0001-70, no valor unitario de R$ 0,76 e R$ 0,30; dos itens 12, 20, 53, 58, 59 e 
60 a Med Vitta Comercio De Produtos Hospitalares Ltda, CNPJ 28.418.133/0001-00, no 
valor unitario de R$ 0,26, R$ 0,26, R$ 0,13, R$ 9,50, R$ 0,26, R$ 1,34; do item 14 a 
Costa Camargo Comercio De Produtos Hospitalares Ltda, CNPJ 36.325.157/0001-34, no 
valor unitario de R$ 24,50; e a HOMOLOGACAO do certame. O total licitado foi de R$ 
364.712,40. Os itens 2, 4, 6, 8, 10, 11, 13, 15, 16, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 
34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 57, 61, 62, 66, 
69, 70, 71, 73, 74, 76, 78, 80, 81, 82, 85, 86, 88, 89, 90, 91, 92, 93, 96, 99, 100, 101, 102, 
103, 105, 106, 107, 108, 109, 110, 111, 112, 113, 116 e 119 fracassaram. Os itens 01, 64, 
72, 77, 97, 98, 104, 115 e 120 restaram desertos"
108,00050-00063790/2019-76, Menor Preco," Contratacao de empresa especializada para prestacao de servico comum de 
manutencao preventiva e limpeza da piscina localizada na Residencia Oficial de Aguas 
Claras, pertencente a Secretaria de Estado de Seguranca Publica do Distrito Federal",00.611.418/0001-35,"26.970,00","26.970,00", Aberto,"
PREGAO ELETRONICO No 04/2020
Processo: 00050-00063790/2019-76. TIPO: Menor Preco. Modo de disputa: Aberto. 
OBJETO: Contratacao de empresa especializada para prestacao de servico comum de 
manutencao preventiva e limpeza da piscina localizada na Residencia Oficial de Aguas 
Claras, pertencente a Secretaria de Estado de Seguranca Publica do Distrito Federal. A 
SSPDF informa, com fulcro nos incisos V e VI do Artigo 13 do Decreto no 10.024/2019, a 
ADJUDICACAO do objeto a Piscinas Motta Ltda., CNPJ 00.611.418/0001-35, no valor 
total para 30 meses de R$ 26.970,00; e a HOMOLOGACAO do certame"
109,00050-00035077/2019-32, Menor Preco," Registro de Precos 
para futura aquisicao de materiais para manutencao de bens imoveis (materiais eletricos) 
para as unidades prisionais da Subsecretaria do Sistema Penitenciario e unidades da 
Secretaria de Estado da Seguranca Publica",28.128.604/0001-37,"187,50","187,50",nan,"  SRP
PREGAO ELETRONICO No 20/2020
Processo: 00050-00035077/2019-32. TIPO: Menor Preco. OBJETO: Registro de Precos 
para futura aquisicao de materiais para manutencao de bens imoveis (materiais eletricos) 
para as unidades prisionais da Subsecretaria do Sistema Penitenciario e unidades da 
Secretaria de Estado da Seguranca Publica. A SSPDF informa, com fulcro no inciso IX do 
artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a ADJUDICACAO do 
item 5 a AAZ Comercial Eireli, CNPJ 15.449.518/0001-84, no valor unitario R$ 187,50; 
do item 4, Eletrica TI EIRELI, CNPJ 25.041.538/0001-75, no valor unitario de R$ 475,00; 
dos itens 2, 3 e 6 a FENIX Materiais de Construcao Ltda., CNPJ 28.128.604/0001-37, no 
valor unitario de R$ 6,50, R$ 0,90 e R$ 11,95; e a HOMOLOGACAO do certame. O total 
licitado foi de R$ 11.879,40. O item 1 fracassou"
110,00050-00017677/2020-52, Menor Preco," Aquisicao de bens de consumo, Dispenser para alcool em gel, Refil de alcool 
em gel, Mascara descartavel, Luvas de latex, Termometro Digital, Sabao liquido, Oculos 
de protecao, visando atender demanda da Secretaria de Estado de Seguranca Publica do 
Distrito Federal, no combate a Pandemia do Coronavirus",36.596.714/0001-51,"200,00","200,00", Aberto,"
PREGAO ELETRONICO No 22/2020
Processo: 00050-00017677/2020-52. TIPO: Menor Preco. Modo de disputa: Aberto. 
OBJETO: Aquisicao de bens de consumo, Dispenser para alcool em gel, Refil de alcool 
em gel, Mascara descartavel, Luvas de latex, Termometro Digital, Sabao liquido, Oculos 
de protecao, visando atender demanda da Secretaria de Estado de Seguranca Publica do 
Distrito Federal, no combate a Pandemia do Coronavirus. A SSPDF informa, com fulcro 
no inciso IX do artigo 17, e inciso VI do Artigo 13 do Decreto no 10.024/2019, a 
ADJUDICACAO do item 7 a Chrispim Nedi Carrilho Eireli, CNPJ 01.402.400/0001-96, 
no valor total R$ 200,00; dos itens 4, 5 e 6, AAZ Comercial Eireli, CNPJ 
15.449.518/0001-84, no valor total de R$ 176.265,36; dos itens 1 e 2 a Fenix Materiais de 
Construcao Ltda., CNPJ 28.128.604/0001-37, no valor total de R$ 71.022,96; do item 8 a 
Alex Finimundo, CNPJ 36.030.048/0001-90, no valor total de R$ 2.310,00; do item 9 a 
Defenser Militar Aventura e Outdoor Comercio de Equipamentos e Artigos de Seguranca 
Eireli, CNPJ 36.596.714/0001-51, no valor total de R$ 3.900,00; e a HOMOLOGACAO 
do certame. O total licitado foi de R$ 253.698,32. O item 3 fracassou"
