,numero_contrato,processo_gdf,data_escrito,text,labels
722,11/2020,00390-00003210/2020-47,07/10/2021,"PRIMEIRO TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 11/2020 Processo : 00390-00003210/ 2020-47 . ESPÉCIE : Primeiro Termo Aditivo ao Contrato de Prestação de Serviços nº 11/2020 ( SIGGO nº 041465 ) . PARTES : Secretaria de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal SEDUH e a empresa COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL CAESB , inscrita no CNPJ sob o nº 00.082.024/ 0001-37 . DO OBJETO : adequação técnica do Contrato de Prestação de Serviços nº 11/2020- SEDUH ( 45518218 ) , com a ativação do identificador de hidrômetro A10S221762- inscrição nº 443125-1,localizado na Rua dos Engenheiros , Área Especial nº 04 , Acampamento Pacheco Fernandes , Vila Planalto / DF , correspondente à casa nº 01 , ao objeto do respectivo contrato , consoante a Justificativa SEDUH / SUAG / DIAPO / GESER ( 66703070 ) , nos termos da Lei Federal nº 8.666/93 , especificamente o art. 58 , inciso I , c / c art. 65 , inciso I , alínea "" a "" e demais legislações correlatas . DO PRAZO DE VIGÊNCIA : O presente Termo Aditivo entra em vigência a partir da data de assinatura . DATA DE ASSINATURA : 07/10/2021 . SIGNATÁRIOS : Pelo Distrito Federal : Mateus Leandro de Oliveira , na qualidade de Secretário de Estado . Pela Contratada : Sérgio Antunes Lemos , na qualidade de Diretor Financeiro e Comercial , e Diego Rezende Ferreira , na qualidade de Superintendente de Comercialização . ",O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
723,11/2020,00390-00003210/2020-47,07/10/2021,"PRIMEIRO TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 11/2020 Processo : 00390-00003210/ 2020-47 . ESPÉCIE : Primeiro Termo Aditivo ao Contrato de Prestação de Serviços nº 11/2020 ( SIGGO nº 041465 ) . PARTES : Secretaria de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal SEDUH e a empresa COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL CAESB , inscrita no CNPJ sob o nº 00.082.024/ 0001-37 . DO OBJETO : adequação técnica do Contrato de Prestação de Serviços nº 11/2020- SEDUH ( 45518218 ) , com a ativação do identificador de hidrômetro A10S221762- inscrição nº 443125-1,localizado na Rua dos Engenheiros , Área Especial nº 04 , Acampamento Pacheco Fernandes , Vila Planalto / DF , correspondente à casa nº 01 , ao objeto do respectivo contrato , consoante a Justificativa SEDUH / SUAG / DIAPO / GESER ( 66703070 ) , nos termos da Lei Federal nº 8.666/93 , especificamente o art. 58 , inciso I , c / c art. 65 , inciso I , alínea "" a "" e demais legislações correlatas . DO PRAZO DE VIGÊNCIA : O presente Termo Aditivo entra em vigência a partir da data de assinatura . DATA DE ASSINATURA : 07/10/2021 . SIGNATÁRIOS : Pelo Distrito Federal : Mateus Leandro de Oliveira , na qualidade de Secretário de Estado . Pela Contratada : Sérgio Antunes Lemos , na qualidade de Diretor Financeiro e Comercial , e Diego Rezende Ferreira , na qualidade de Superintendente de Comercialização . ",O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
724,03/2021,04009-00000053/2021-06,22/10/2021,"EXTRATO 1º TERMO ADITIVO DO CONTRATO Nº 03/2021 Processo : 04009-00000053/ 2021-06 . DAS PARTES : SECRETARIA DE ESTADO DE TURISMO DO DISTRITO FEDERAL x CONSTRUTORA SILVA NEIVA LTDA , inscrita no CNPJ sob nº 15.540.384/ 0001-02 . DA MODALIDADE : Pregão Eletrônico nº 135/2020 decorrente de Adesão aos itens 01 , 02 e 03 da Ata de Registro de Preços nº 525/ 2020-SME , gerenciada pela Central de Licitações da Prefeitura de Fortaleza - CLFOR . DO OBJETO : O presente Termo Aditivo objetiva o acréscimo quantitativo de 25 % ao valor inicial do nos termos do art. 65 , inciso I , alínea "" b "" , c / c § 1º da Lei nº 8.666/93 . DO VALOR : O valor anual do contrato passará de R$ 1.357.235,40 ( um milhão trezentos e cinquenta e sete mil duzentos e trinta e cinco reais e quarenta centavos ) para R$ 1.696.544,25 ( um milhão seiscentos e noventa e seis reais quinhentos e quarenta e quatro reais e vinte e cinco centavos ) . DA DOTAÇÃO ORÇAMENTÁRIA : UO : 27.101 ; PT : 23.451.8207.3903.0072 , ND : 33.90.39 , Fonte : 100 , Nota de Empenho nº 2021NE00306 , emitida em 22/10/2021 , sob o evento nº 400092 , na modalidade estimativo , no valor de R$ 339.308,85 ( trezentos e trinta e nove mil trezentos e oito reais e oitenta e cinco centavos ) . DA VIGÊNCIA : O presente Termo Aditivo entra em vigor a partir de sua assinatura . Caso o contrato seja assinado de forma eletrônica , considerar-se-á para efeito de início da vigência , a data em que o último signatário do Termo assinar . DATA DE ASSINATURA : 22/10/2021 . SIGNATÁRIOS : Pelo Distrito Federal : ANALICE MARIA MARÇAL DE LIMA , na qualidade de Subsecretária de Administração Geral e pela Contratada : FULVIO NEIVA SILVA , na qualidade de Representante Legal . ",O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
725,63/2019,00080-00089587/2020-51,06/10/2021,"EXTRATO DO 4º TERMO ADITIVO AO CONTRATO Nº 63/2019 Processo : 00080-00089587/ 2020-51 - Partes : SEEDF X GE SERVIÇOS TERCEIRIZADOS LTDA . Objeto : a retificação da Cláusula Segunda - Do Objeto do 3º Termo Aditivo ao Contrato nº 63/2019 , nos termos da Justificativa . Permanecem inalteradas as demais cláusulas do Contrato a que se refere o presente Termo Aditivo . Vigência : a partir da data de sua assinatura . Assinatura : 06/10/2021 . Assinantes : Pela SEEDF : HÉLVIA MIRIDAN PARANAGUÁ FRAGA . Pela GE SERVIÇOS TERCEIRIZADOS LTDA : GUILHERME LEITE CASTELLO BRANCO . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O 
726,03/2019-CEBLajeado,117/00000008/2019-13-CEBLajeado,ao Contrato nº,"EXTRATO DE ADITIVO DE CONTRATO A CEB LAJEADO S/A , torna pública a assinatura do Segundo Termo Aditivo ao Contrato nº 03/ 2019-CEBLajeado , em 01/10/2021 . Valor : R$ 33.800,00 ( trinta e três mil e oitocentos reais ) . Objeto : a prorrogação do prazo de vigência . Execução e vigência : 12(doze ) meses , contatados a partir do vencimento do 1º Termo Aditivo . Processo nº 117/00000008/ 2019-13-CEBLajeado . Conta orçamentária nº 25.131.8209.8505.8716 . Contratada : CASA CIVIL DO DISTRITO FEDERAL , CNPJ sob o nº 09.639.459/ 0001-04 . Signatários : pela Contratante : João Wellisch e Jairo Fernando Mecabô ; pela Contratada : José Eduardo Couto Ribeiro . ",O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito B-numero_contrato I-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
727,041897/2020,00056-00001529/2020-57,07/10/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO Nº 041897/2020 Processo : 00056-00001529/ 2020-57 . PARTES : SECRETARIA DE ESTADO DE CIÊNCIA , TECNOLOGIA E INOVAÇÃO DO DISTRITO FEDERAL E FUNDAÇÃO DE AMPARO AO TRABALHADOR PRESO FUNAP . OBJETO : Repactuar os valores das bolsas referente ao nível 1 , conforme previsão no artigo 29 , da Lei nº 7.210 , de 11 de julho de 1984 ; o nível 2 equivalente a 20 % ( vinte por cento ) em cima do valor do nível 1 ; e o nível 3 equivalente a 20 % ( vinte por cento ) em cima do valor do nível 2 ; e prorrogar o prazo de vigência do contrato por 12 ( doze ) meses , a partir de 08/10/2021 a 08/10/2022 , nos termos do art. 57 , inciso II , da Lei nº 8.666 , de 21 de junho de 1993 , conforme solicitação contida no Ofício Nº 129/2021 - FUNAP / DIREX / DIRAFI / GEAD / NUCONV . ASSINATURA : 07/10/2021 . VIGÊNCIA : 12 meses . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : GILVAM MÁXIMO , Secretário de Estado de Ciência , Tecnologia e Inovação do Distrito Federal . Pela CONTRATADA : DEUSELITA PEREIRA MARTINS , na qualidade de Diretora Executiva . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
728,93/2018,00392-00009832/2018-16,05/10/2021,"TERCEIRO TERMO ADITIVO DO CONTRATO Nº 93/2018 Processo : 00392-00009832/ 2018-16 Contratante : Companhia de Desenvolvimento Habitacional do Distrito Federal / CODHAB- CNPJ 09.335.575/ 0001-30 ; Contratada : VISION NET LTDA - EPP , CNPJ 13.134.811/ 0001-27 . Objeto : a prorrogação da sua vigência por mais 12(doze ) meses , no período de 10 de outubro de 2021 a 10 de outubro de 2022 , referente a prestação de serviços de rastreamento de veículos via satélite ( GPS ) , para gerenciamento e monitoramento de segurança de veículos oficiais que integram a frota da CODHAB-DF , compreendendo o fornecimento e instalação , a título de Comodato , módulos de rastreadores , compostos por receptores GPS e do transmissor de pacote de dados GPRS / GSM . Com valor mensal atualizado para R$ 54,00 ( cinquenta e quatro reais ) , perfazendo um valor anual de R$ 6.480,00 ( Seis Mil Quatrocentos e Oitenta reais . Data da Assinatura : 05/10/2021 . Signatários : Pela CODHAB / DF : Wellington Luiz de Souza Silva , na qualidade de Diretor Presidente ; Pela Contratada : Maria Fiuza de Araújo na qualidade de Sócia Proprietária . Data da publicação do Contrato : ( Contrato nº 093/2018 DODF nº 196 , pág. 63 , de 15/10/2018 ; Segundo Termo Aditivo DODF nº 176 , pág. 41 , de 16/09/2020 ) . ",O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
729,07/2018,00401-00008866/2018-92,03/10/2021,"EXTRATO DO TERCEIRO TERMO ADITIVO AO CONTRATO Nº 07/2018 Processo : 00401-00008866/ 2018-92 . PARTES : DEFENSORIA PÚBLICA DO DISTRITO FEDERAL E TECNOLTA EQUIPAMENTOS ELETRÔNICOS LTDA , CNPJ : 32.913.188/ 0001-55 . OBJETO : prorrogar o prazo de vigência do Contrato nº 007/2018 por mais 12 ( doze ) meses , com base no inciso II , artigo 57 da Lei nº 8.666/93 , compreendendo o período de 12/11/2021 a 11/11/2022 . VALOR DO CONTRATO : R$ 336.908,18 ( trezentos e trinta e seis mil , novecentos e oito reais e dezoito centavos ) . VIGÊNCIA : a partir do dia 12 de novembro de 2021 . DATA DE ASSINATURA : 03/10/2021 . SIGNATÁRIOS : pela CONTRATANTE , MARIA JOSÉ SILVA SOUZA DE NÁPOLIS , na qualidade de Defensora Pública-Geral , e pela CONTRATADA , GUILHERME OLIVIERI CAIXETA BORGES , na qualidade de Diretor . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
730,24/2020,00401-00010928/2020-41,05/10/2021,"EXTRATO DO 1º TERMO ADITIVO AO CONTRATO Nº 24/2020 Processo : 00401-00010928/ 2020-41 . Partes : DEFENSORIA PÚBLICA DO DISTRITO FEDERAL X MATEUS RESENDE FRAGA 033.***.041- * * . Objeto : Prorrogação do prazo de vigência do contrato nº 024/2020 por mais 12 ( doze ) meses , com base no inciso II , artigo 57 da Lei nº 8.666/93 , compreendendo o período de 07/10/2021 a 06/10/2022 e reajustar o valor do contrato pelo Índice Nacional de Preços ao Consumidor Amplo Especial - IPCA - E , passando o valor anual do Contrato de R$ 16.050,00 ( dezesseis mil cinquenta reais ) para R$ 17.355,60 ( dezessete mil , trezentos e cinquenta e cinco reais e sessenta centavos ) . Vigência : a partir do dia 7 de outubro de 2021 . Assinatura : 05/10/2021 . Signatários : pela CONTRATANTE , MARIA JOSÉ SILVA SOUZA DE NÁPOLIS , Defensora Pública-Geral , e pela CONTRATADA , MATEUS RESENDE FRAGA , Microempreendedor Individual . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O 
731,42/2017,0113-008386/2016,29/07/2021,"EXTRATO DO 7º TERMO ADITIVO AO CONTRATO Nº 42/2017 Processo : 0113-008386/2016 . Contratante : o DISTRITO FEDERAL , por intermédio do DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL - DER / DF , CNPJ 00.070.532/ 0001-03 ; CONTRATADA : O CONSÓRCIO VIAS DF - constituído pelas empresas TALENTECH -TECNOLOGIA LTDA ( 90 % ) e GUARDA BEM PÁTIO DE RECOLHIMENTO , IMPORTAÇÃO E EXPORTAÇÃO LTDA ( 10 % ) , CNPJ nº 15.773.416/ 0001-10 ; OBJETO : aditivo de acréscimo de equipamentos de fiscalização eletrônica ( EFE 2 ) , câmeras de monitoramento HDTV e reconhecimento óptico de caracteres ( OCR ) , visando à prorrogação dos prazos de vigência e de execução contratual . DOTAÇÃO ORÇAMENTÁRIA : I - Unidade : 26.205 ; II - Programa de Trabalho : 26.782.6217. 2541-0001 ; III - Natureza da Despesa : 339039 ; IV - Fonte de Recursos : 237 e 437 ; VALOR : R$ 28.457.639,69 ( vinte e oito milhões , quatrocentos e cinquenta e sete mil seiscentos e trinta e nove reais e sessenta e nove centavos ) ; PRAZO DE VIGÊNCIA : 20 meses , de 01/08/2021 a 31/03/2023 ; DATA DA ASSINATURA : 29/07/2021 ; NOME DOS SIGNATÁRIOS : Pelo DER / DF Eng . FAUZI NACFUR JUNIOR e Pela Empresa : CLAUDIA FELIX LOUSA . ",O O O O O O O O B-numero_contrato O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O 
732,35/2020,00113-00009033/2020-17,23/07/2021,"EXTRATO DO 1º TERMO ADITIVO AO CONTRATO Nº 35/2020 Processo : 00113-00009033/ 2020-17 . Contratante : o DISTRITO FEDERAL , por intermédio do DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL - DER / DF , CNPJ 00.070.532/ 0001-03 ; CONTRATADAS : SEMEAR COMÉRCIO E SERVIÇOS LTDA , CNPJ nº 19.191.702/ 0002-09 ; OBJETO : prorrogação dos prazos de vigência e de execução do Contrato nº 035/2020 . DOTAÇÃO ORÇAMENTÁRIA : I - Unidade : 26.205 ; II - Programa de Trabalho : 26.782.6216. 4195-0001 ; III - Natureza da Despesa : 339030 ; IV - Fonte de Recursos : 437 ; VALOR : R$ 174.500,00 ( cento e setenta e quatro mil e quinhentos reais ) ; PRAZO DE VIGÊNCIA : 12 MESES ; DATA DA ASSINATURA : 23/07/2021 ; NOME DOS SIGNATÁRIOS : Pelo DER / DF Eng . DIRETOR GERAL , Substituto , FABIO CARDOSO DA SILVA e Pela Empresa : KELLY CRISTINA CUNHA PONTES . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
733,36/2020,00113-00009033/2020-17,22/07/2021,"EXTRATO DO 4º TERMO ADITIVO AO CONTRATO Nº 36/2020 Processo : 00113-00009033/ 2020-17 . Contratante : o DISTRITO FEDERAL , por intermédio do DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL - DER / DF , CNPJ 00.070.532/ 0001-03 ; CONTRATADAS : DISTRIBUIDORA BRASILEIRA DE ASFALTO LTDA ( DISBRAL ) CNPJ nº 26.917.005/ 0001-77 ; OBJETO : prorrogação dos prazos de vigência e de execução do Contrato nº 036/2020 . DOTAÇÃO ORÇAMENTÁRIA : I - Unidade : 26.205 ; II - Programa de Trabalho : 26.782.6216. 4195-0001 ; III - Natureza da Despesa : 339030 ; IV - Fonte de Recursos : 437 ; VALOR : R$ 512.815,50 ( quinhentos e doze mil oitocentos e quinze reais e cinquenta centavos ) ; PRAZO DE VIGÊNCIA : 12 MESES ; DATA DA ASSINATURA : 22/07/2021 ; NOME DOS SIGNATÁRIOS : Pelo DER / DF Eng . DIRETOR GERAL , Substituto , FABIO CARDOSO DA SILVA e Pela Empresa : ELAINE DE SOUZA MEDEIROS BEZERRA . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
734,03/2017,00110-00000519/2020-66,23 de julho de 2021,"EXTRATO DO DÉCIMO SEXTO TERMO ADITIVO AO CONTRATO Nº 03/2017 Processo : 110.000.040/2016 ( Nota Técnica , Termo de Referência , Contrato , 1º Aditivo ) ; Processo : 00110-00001111/ 2018-97 ( 2º Aditivo ) , Processo : 00110-00000554/ 2019-41 ( 3º Aditivo ) , Processo : 00110-00000362/ 2019-35 ( 4º Aditivo ) , Processo : 00110-00002559/ 2019-17 ( 5º Aditivo ) , Processo : 00110-00002442/ 2019-25 ( 6º Aditivo ) , Processo : 00110-00003509/ 2019-49 ( 7º Aditivo ) , Processo : 00110-00003520/ 2019-17 ( 8º Aditivo ) , Processo : 00110-00003465/ 2019-57 ( 9º Aditivo ) , Processo : 00110-00003466/ 2019-00 ( 10º Aditivo ) , Processo : 00110-00000519/ 2020-66 ( 11º Aditivo ) , Processo : 00110-00000348/ 2020-75 ( 12º Aditivo ) , Processo : 00110-00000519/ 2020-66 ( 13º Aditivo ) , Processo : 00110-00000497/ 2020-34 ( 14º Aditivo Processo : 00110-00000519/ 2020-66 ( 15º Aditivo ) e Processo : 00110-00000519/ 2020-66 ( 16º Aditivo ) . - PARTES : SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL X COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB , CNPJ nº 00.070.698/ 0001-11 , com sede no SIA - Setor de Áreas Públicas , Lote C , Bloco M , Sala 03 - Brasília / DF , CEP : 71. 215-902 - Brasília / DF . DO OBJETO : Sob o amparo do artigo 57 , II , da Lei nº 8.666 de 21/06/1993 , bem como dos documentos e justificativas , parte integrante dos autos , o presente aditamento prorroga o Contrato nº 003/2017 , celebrado em 30/03/2017 e publicado no Diário Oficial do Distrito Federal de 03/04/2017 , cujo objeto é a prestação dos serviços descritos como Etapa 1 ( Estudo Preliminar e Projeto Básico ) e Etapa 2 ( Fiscalização e Projeto as built ) , conforme Anexo I , visando proporcionar a execução de obras de implantação , expansão e melhoria do Sistema de Iluminação Pública do Distrito Federal , conforme especificado na Nota Técnica nº 005/ 2016-SIP , de setembro/2016 e do Termo de Referência . DA PRORROGAÇÃO : A partir da assinatura deste Termo Aditivo , o Contrato Principal fica prorrogado pelo período de 150 ( cento e cinquenta ) dias corridos , contados a partir de 26/07/2021 , vencendo-se , portanto , em 23/12/2021 . O prazo para execução fica prorrogado por mais 120 ( cento e vinte ) dias corridos , contados a partir de 26/07/2021 , vencendo-se , portanto , em 23/11/2021 . A prorrogação ora celebrada poderá ter seu efeito cessado tão logo o Contrato de Concessão Administrativa dos Serviços de Iluminação Pública no Distrito Federal atinja sua plena eficácia , desde que com antecedência de 30 ( trinta ) dias seja feita a comunicação às partes . DA VIGÊNCIA : O presente termo aditivo entrará em vigor na data de sua assinatura , devendo ser publicado no DODF a expensas da Administração . DATA DE ASSINATURA : 23 de julho de 2021 . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : JANAÍNA DE OLIVEIRA CHAGAS , na qualidade de Secretário de Estado de Obras e Infraestrutura do Distrito Federal - Substituto(a ) . Pela CONTRATADA : MARLON RESENDE JÚNIOR , na qualidade de Diretor-Presidente - Substituto , FABIANO CARDOSO PINTO , na qualidade de Diretor-Técnico e MURILO BOUZADA DE BARROS na qualidade de Procurador Jurídico . ",O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O B-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
