dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,motivo,nome,matricula,cargo_efetivo,vigencia,matricula_SIAPE,cargo_comissionado,simbolo,a_pedido_ou_nao,IOB
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, SAMUEL BARBOSA MATHIAS, Carreira Medica (Cirurgia Vascular), matricula 137.430-3, do Cargo em Comissao, Simbolo DFG-14, de Gerente, da Gerencia de Recursos Medico-Hospitalares, da Diretoria de Assistencia Especializada, da Subsecretaria de Atencao a Saude da Secretaria de Estado de Saude do Distrito Federal.","Gerencia de Recursos Medico-Hospitalares, da Diretoria de Assistencia Especializada, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,SAMUEL BARBOSA MATHIAS,137.430-3,,,,Gerente,DFG-14,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O O O O O O O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, FILIPE LACERDA DE VASCONCELOS, Carreira Medica (Pediatria), matricula 144.720-3, do Cargo em Comissao, Simbolo DFG-07, de Chefe da Unidade de Pediatria, da Diretoria de Atencao a Saude, da Coordenacao Geral de Saude da Asa Sul, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Unidade de Pediatria, da Diretoria de Atencao a Saude, da Coordenacao Geral de Saude da Asa Sul, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,FILIPE LACERDA DE VASCONCELOS,144.720-3,,,,Chefe,DFG-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome O O O O O O O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, JULISTER MAIA DE MORAIS, Carreira Medica (Pediatria), matricula 145.296-7, do Cargo em Comissao, Simbolo DFG-07, de Supervisor de Emergencia, da Diretoria de Atencao a Saude, da Coordenacao Geral de Saude da Asa Sul, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Diretoria de Atencao a Saude, da Coordenacao Geral de Saude da Asa Sul, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,nomeado para outro cargo,JULISTER MAIA DE MORAIS,145.296-7,,,,Supervisor de Emergencia,DFG-07,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O O O O O O O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR VICTOR GUSTAVO SANTOS GABAS, Farmaceutico Bioquimico de Farmacia, cia, matricula 1.436.156-6, do Cargo em Comissao, Simbolo DFG-09, de Chefe do Nucleo de Programacao de Medicamentos Hospitalares, da Gerencia de Programacao, da Diretoria de Assistencia Farmaceutica, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Programacao de Medicamentos Hospitalares, da Gerencia de Programacao, da Diretoria de Assistencia Farmaceutica, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,VICTOR GUSTAVO SANTOS GABAS,1.436.156-6,Farmaceutico Bioquimico de Farmacia cia,,,Chefe,DFG-09,,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, LIGIA TEIXEIRA MENDES DE AZEVEDO, Nutricionista, matricula 129.944-1, do Cargo em Comissao, Simbolo DFG-09, de Chefe do Nucleo de Vigilancia Epidemiologica miologica de Doencas Nao Transmissiveis, da Gerencia de Doencas e Agravos Nao Transmissiveis, siveis, da Diretoria de Vigilancia Epidemiologica, da Subsecretaria de Vigilancia a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Vigilancia Epidemiologica miologica de Doencas Nao Transmissiveis, da Gerencia de Doencas e Agravos Nao Transmissiveis, siveis, da Diretoria de Vigilancia Epidemiologica, da Subsecretaria de Vigilancia a Saude",Secretaria de Estado de Saude do Distrito Federal,,LIGIA TEIXEIRA MENDES DE AZEVEDO,,129.944-1,,,Chefe,DFG-09,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O O O O B-cargo_efetivo O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR FERNANDO NEWBER DE LIMA RAULINO, Auxiliar de Enfermagem, matricula 113.415-9, do Cargo em Comissao, Simbolo DFG-07, de Chefe do Nucleo de Transportes, da Gerencia de Pessoas, da Diretoria Administrativa, da Coordenacao Geral de Saude de Ceilandia, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Transportes, da Gerencia de Pessoas, da Diretoria Administrativa, da Coordenacao Geral de Saude de Ceilandia, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,,FERNANDO NEWBER DE LIMA RAULINO,113.415-9,Auxiliar de Enfermagem,,,Chefe,DFG-07,,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, EDER JANIO QUEIROZ E BARROS, Auxiliar Operacional de Servicos Diversos Servicos Gerais, matricula 139.660-9, do Cargo em Comissao, Simbolo DFA-09, de Assessor Tecnico, da Diretoria de Analise, Prospeccao e Aquisicoes, da Subsecretaria de Administracao Geral, da Secretaria de Estado de Saude do Distrito Federal.","Diretoria de Analise, Prospeccao e Aquisicoes, da Subsecretaria de Administracao Geral",Secretaria de Estado de Saude do Distrito Federal,nomeado para outro cargo,EDER JANIO QUEIROZ E BARROS,139.660-9,Auxiliar Operacional de Servicos Diversos Servicos Gerais,,,Assessor Tecnico,DFA-09,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, ROSILENE CARLA DA SILVA, Tecnico Administrativo, matricula 1.435.896-4, do Cargo em Comissao, Simbolo DFA-05, de Assessor Tecnico, da Diretoria de Analise, Prospeccao e Aquisicoes, da Subsecretaria de Administracao nistracao Geral, da Secretaria de Estado de Saude do Distrito Federal.","Diretoria de Analise, Prospeccao e Aquisicoes, da Subsecretaria de Administracao nistracao Geral",Secretaria de Estado de Saude do Distrito Federal,nomeada para outro cargo,ROSILENE CARLA DA SILVA,1.435.896-4,Tecnico Administrativo,,,Assessor Tecnico,DFA-05,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
57_22.30.1.2012,22,30.1.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, ARLETE AVELAR SAMPAIO do Cargo de Secretario de Estado, da Secretaria de Estado de Desenvolvimento Social e Transferencia de Renda do Distrito Federal.",,Secretaria de Estado de Desenvolvimento Social e Transferencia de Renda do Distrito Federal,,ARLETE AVELAR SAMPAIO,,,,,Secretario de Estado,,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
57_22.30.1.2012,22,30.1.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, CARLOS DANIEL DELL SANTO SEIDEL do Cargo de Natureza Especial, Simbolo CNE-01, de Secretario Adjunto, do Gabinete, da Secretaria de Estado de Desenvolvimento Social e Transferencia de Renda do Distrito Federal.",Gabinete,Secretaria de Estado de Desenvolvimento Social e Transferencia de Renda do Distrito Federal,por estar sendo nomeado para outro cargo,CARLOS DANIEL DELL SANTO SEIDEL,,,,,Secretario Adjunto,CNE-01,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
57_22.30.1.2012,22,30.1.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro Cargo, ADRIANA CONCEICAO GUERRA DA SILVEIRA, Tecnico Administrativo, matricula 130.505-0, do Cargo em Comissao, Simbolo DFA-07, de Assessor Tecnico, da Diretoria de Informacao, da Subsecretaria de Tecnologia da Informacao em Saude, da Secretaria de Estado de Saude do Distrito Federal.","Diretoria de Informacao, da Subsecretaria de Tecnologia da Informacao em Saude",Secretaria de Estado de Saude do Distrito Federal,por estar sendo nomeada para outro Cargo,ADRIANA CONCEICAO GUERRA DA SILVEIRA,130.505-0,Tecnico Administrativo,,,Assessor Tecnico,DFA-07,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
57_22.30.1.2012,22,30.1.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, DANIELA ALMEIDA DE CARVALHO BUOSI, matricula 140.568-3, do Cargo de Natureza Especial, Simbolo CNE-06, de Coordenador, da Procuradoria de Pessoal, da Procuradoria-Geral do Distrito Federal.",Procuradoria de Pessoal,Procuradoria-Geral do Distrito Federal,,DANIELA ALMEIDA DE CARVALHO BUOSI,140.568-3,,,,Coordenador,CNE-06,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao O
57_22.30.1.2012,22,30.1.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, FABIO OLIVEIRA LEITE, matricula 140.613-2, do Cargo de Natureza Especial, Simbolo CNE-06, de Coordenador, da Procuradoria de Pessoal, da Procuradoria-Geral do Distrito Federal.",Procuradoria de Pessoal,Procuradoria-Geral do Distrito Federal,,FABIO OLIVEIRA LEITE,140.613-2,,,,Coordenador,CNE-06,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR MARCELO PIANCASTELLI DE SIQUEIRA do Cargo de Secretario de Estado, da Secretaria de Estado de Fazenda do Distrito Federal.",,Secretaria de Estado de Fazenda do Distrito Federal,,MARCELO PIANCASTELLI DE SIQUEIRA,,,,,Secretario de Estado,,,O B-nome I-nome I-nome I-nome O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, GABRIEL CHARLES RIBEIRO BULHOSA, matricula 1654412-9, do Cargo em Comissao, Simbolo DFA-14, de Assessor, da Assessoria do Gabinete, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Assessoria do Gabinete, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",nomeado para outro cargo,GABRIEL CHARLES RIBEIRO BULHOSA,1654412-9,,,,Assessor,DFA-14,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, ENILDA DE FATIMA E SILVA, matricula 1651279-0, do Cargo em Comissao, Simbolo DFG-12, de Chefe, do Nucleo de Licenciamento cenciamento de Atividades Economicas, da Gerencia de Licenciamento, da Diretoria de Obras, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Nucleo de Licenciamento cenciamento de Atividades Economicas, da Gerencia de Licenciamento, da Diretoria de Obras, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",nomeada para outro cargo,ENILDA DE FATIMA E SILVA,1651279-0,,,,Chefe,DFG-12,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, JAQUELINE CARNEIRO BASTOS, matricula 1651280-4, do Cargo em Comissao, Simbolo DFA-08, de Assistente, da Diretoria de Desenvolvimento Economico, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Diretoria de Desenvolvimento Economico, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",nomeada para outro cargo,JAQUELINE CARNEIRO BASTOS,1651280-4,,,,Assistente,DFA-08,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, ALEXSANDRO GONCALVES BARRETO, matricula 1651940-x, do Cargo em Comissao, Simbolo DFA-07, de Secretario Administrativo, da Diretoria Social, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Diretoria Social, da Administracao Regional de Brazlandia, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",nomeado para outro cargo,ALEXSANDRO GONCALVES BARRETO,1651940-x,,,,Secretario Administrativo,DFA-07,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
